YEAR,MO,DY,T2MDEW,T2M,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,QV2M,RH2M,PRECTOTCORR
1985,11,27,22.81,27.25,25.03,27.99,-268.88,29.73,25.44,100.71,2.39,2.97,1.86,1.12,180.56,2.95,17.33,77.19,0.47
1985,11,28,23.12,27.35,25.23,28.2,-268.85,29.87,25.55,100.69,2.84,3.7,2.3,1.41,176.44,3.48,17.7,78.19,0.26
1985,11,29,23.58,27.33,25.46,28.23,-269.13,29.63,25.61,100.69,3.14,3.77,2.65,1.12,209.44,3.84,18.19,80.38,0.3
1985,11,30,23.5,27.25,25.37,28.19,-269.1,29.65,25.61,100.68,3.72,4.21,2.89,1.32,214.19,4.55,18.07,80.44,0.37
1985,12,1,22.8,26.71,24.76,27.69,-269.84,28.6,25.29,100.77,3.19,3.65,2.49,1.16,192.56,3.87,17.33,79.62,0.4
1985,12,2,21.67,27.61,24.64,28.43,-268.2,30.43,25.48,100.78,1.8,2.48,0.61,1.87,156.44,2.22,16.17,70.88,0.25
1985,12,3,21.01,27.87,24.44,28.28,-268.42,30.56,25.83,100.65,1.61,2.34,1.23,1.1,170.31,1.91,15.62,67.38,0.61
1985,12,4,19.73,26.78,23.26,26.93,-268.01,29.58,24.45,100.65,2.64,4.09,0.36,3.73,97.88,3.35,14.4,66.19,0.21
1985,12,5,19.32,26.78,23.05,26.84,-267.6,29.89,24.33,100.72,3.84,4.98,2.95,2.03,77.06,4.91,13.98,64.75,0.03
1985,12,6,19.87,26.86,23.37,26.9,-267.17,30.22,24.23,100.7,3.26,4.38,2.26,2.11,79.38,4.18,14.53,66.75,0
1985,12,7,20.47,26.84,23.65,27.01,-267.06,30.27,24.18,100.68,1.98,3.2,0.6,2.6,149.19,2.45,15.08,69.31,0
1985,12,8,21.77,26.56,24.16,27.03,-267.68,29.69,24.22,100.67,2.8,3.8,1.79,2.01,212.44,3.39,16.3,75.88,0.02
1985,12,9,22.87,26.78,24.83,27.33,-267.38,30.13,24.35,100.63,3.23,4.29,2.07,2.22,215.81,3.95,17.46,80.19,0.07
1985,12,10,22.9,26.9,24.9,27.54,-268.66,29.58,25.09,100.67,3.39,3.97,2.48,1.49,208.06,4.17,17.46,79.44,0.03
1985,12,11,22.86,26.76,24.81,27.34,-268.81,29.2,24.86,100.71,3.23,3.59,2.91,0.68,212,3.95,17.4,79.69,0.03
1985,12,12,22.93,27.29,25.11,27.66,-267.63,30.43,24.9,100.63,2.84,3.47,1.8,1.67,235.81,3.43,17.52,77.88,0.29
1985,12,13,21.44,27.31,24.38,27.65,-267.38,30.53,24.76,100.56,2.42,3.35,1.32,2.03,247.44,2.83,16.17,72.62,0.8
1985,12,14,19.92,27.07,23.5,27.64,-267.24,30.44,24.53,100.55,2.37,3.52,1.48,2.03,253.12,2.73,14.77,67.12,1.12
1985,12,15,17.15,27.44,22.3,27.71,-265.98,31.46,24.28,100.63,1.92,2.62,0.23,2.4,206.81,2.69,12.33,55.44,0.2
1985,12,16,15.69,27.07,21.37,27.4,-266.87,30.76,24.48,100.76,2.77,4.5,1.21,3.29,313.56,3.66,11.17,51.06,0.02
1985,12,17,15.1,26.85,20.98,27.48,-266.63,30.63,24.12,100.82,3.01,4.62,0.49,4.12,217.75,3.91,10.74,50.06,0.06
1985,12,18,17.33,25.37,21.35,27.17,-267.23,28.42,22.5,100.91,2.78,3.77,1.57,2.2,72.88,3.32,12.33,62.06,0.12
1985,12,19,18.14,26.47,22.3,27.71,-265.37,30.52,22.74,100.85,1.91,2.86,0.38,2.48,234.69,2.19,13.12,62.38,0.03
1985,12,20,20.33,27.19,23.76,27.68,-268.38,30.12,25.36,100.68,2.2,3.45,0.93,2.52,165.06,2.66,14.89,67,0
1985,12,21,20.76,27.03,23.89,27.62,-267.99,30,24.83,100.7,1.8,3.36,0.3,3.05,182.81,2.19,15.32,69.38,0
1985,12,22,21.4,27.26,24.33,27.72,-268.14,30.24,25.23,100.78,2.24,3.79,0.42,3.37,174.25,2.82,15.93,71.12,0.01
1985,12,23,22.51,26.73,24.62,27.34,-268.95,29.12,24.91,100.8,2.59,3.16,2.08,1.09,190.06,3.12,17.03,78.12,0.3
1985,12,24,22.57,26.42,24.49,27.13,-269.38,28.65,24.88,100.79,2.67,3.57,1.9,1.67,198.56,3.22,17.09,79.81,0.78
1985,12,25,22.34,26.44,24.4,27.34,-268.36,29.12,24.33,100.8,2.73,3.6,2.02,1.58,192.5,3.3,16.85,78.88,0.32
1985,12,26,21.43,26.56,23.99,27.51,-268.38,29.16,24.39,100.79,2.41,3.08,1.24,1.84,142.75,3.02,15.99,74.56,0.15
1985,12,27,21.92,27.41,24.67,28.27,-268.35,30.22,25.42,100.66,2.38,3.13,0.91,2.23,147.94,2.91,16.42,72.81,0.04
1985,12,28,21.9,27.64,24.77,28.36,-267.38,30.98,25.2,100.56,2.62,3.91,1.14,2.77,211.62,3.09,16.48,72.06,0
1985,12,29,22.8,27.24,25.01,28.01,-267.49,30.69,25.04,100.58,3.35,5.04,1.29,3.75,217.88,4.01,17.4,77.94,0.06
1985,12,30,22.27,27.13,24.7,27.8,-266.94,30.79,24.58,100.7,2.3,3.85,0.05,3.8,211.38,2.8,16.91,76.75,0.23
1985,12,31,22.06,26.95,24.51,27.72,-266.74,30.64,24.23,100.79,2.88,4.18,1.67,2.51,207.56,3.44,16.72,76.88,0.44
1986,1,1,22.17,26.58,24.38,27.47,-268.13,29.44,24.41,100.76,3.16,4.39,2.3,2.09,186,3.82,16.72,77.81,0.53
1986,1,2,21.24,26.49,23.87,27.42,-268.33,29.25,24.43,100.68,2.23,3.43,0.58,2.85,170.25,2.69,15.75,73.88,0.04
1986,1,3,20.69,26.76,23.73,27.58,-267.42,29.9,24.18,100.73,1.91,3,0.46,2.54,196.31,2.3,15.26,70.5,0.12
1986,1,4,21.82,26.9,24.36,27.53,-267.74,29.98,24.57,100.81,3.45,4.37,2.48,1.88,215,4.16,16.36,74.62,1.58
1986,1,5,22.41,26.75,24.58,27.53,-267.95,29.8,24.59,100.83,3.55,4.71,2.61,2.09,210,4.24,16.97,78.12,2
1986,1,6,21.98,26.79,24.38,27.7,-267.68,29.76,24.3,100.75,2.63,3.28,1.84,1.45,208.44,3.12,16.54,76.19,0.22
1986,1,7,22.2,26.76,24.48,27.62,-267.68,29.91,24.44,100.77,2.96,4.28,1.69,2.59,208.94,3.52,16.78,77.44,0.1
1986,1,8,22.09,26.89,24.49,27.7,-267.5,30.16,24.51,100.86,3.2,4.39,2.07,2.32,207.69,3.8,16.66,76.5,0.12
1986,1,9,22.49,26.45,24.47,27.01,-269.02,28.98,24.85,100.9,3.56,4.67,2.82,1.85,207.5,4.3,16.97,79.62,0.08
1986,1,10,22.43,26.83,24.63,27.43,-267.27,30.2,24.32,100.96,4.2,5.48,3.27,2.21,219.12,5.12,16.97,78.19,0.04
1986,1,11,22.21,27.07,24.64,27.62,-267.28,30.51,24.64,100.91,4.46,5.15,3.87,1.28,228.38,5.52,16.78,76.56,0.2
1986,1,12,22.38,26.95,24.67,27.59,-267.54,30.05,24.44,100.8,3.98,4.98,3.45,1.52,227.94,4.89,16.91,77.25,0.31
1986,1,13,19.68,26.93,23.3,27.18,-268.19,29.66,24.7,100.78,2.03,3.35,0.46,2.89,220,2.38,14.59,67,0.29
1986,1,14,20.76,27.04,23.9,27.39,-268.46,29.69,25.01,100.79,2.23,3.73,0.62,3.11,145.31,2.73,15.32,69.12,0.16
1986,1,15,20.99,26.77,23.88,27.24,-267.44,30.12,24.4,100.81,1.9,3.34,0.74,2.59,172.56,2.35,15.56,72,0.05
1986,1,16,21.3,26.18,23.74,27.04,-267.08,29.63,23.56,100.84,2.54,4.09,0.75,3.34,197.94,3.05,15.93,76.56,0.11
1986,1,17,21.4,26.01,23.71,26.83,-267.66,29.13,23.64,100.8,2.87,4.26,1.53,2.73,206.44,3.48,15.99,77.31,0
1986,1,18,21.69,26.27,23.98,26.98,-267.3,29.74,23.9,100.75,3.15,4.19,1.98,2.2,211.69,3.8,16.3,77.62,0.12
1986,1,19,22.42,26.14,24.28,26.83,-268.21,29.02,24.08,100.74,3.57,4.77,2.73,2.04,209.81,4.34,16.97,80.94,0.07
1986,1,20,22.2,26.33,24.27,27.27,-267.59,29.54,23.98,100.77,3.37,4.72,2.5,2.23,209.75,4.02,16.72,79.25,0.22
1986,1,21,22.18,26.83,24.51,27.71,-267.31,30.16,24.33,100.79,3.38,4.35,2.69,1.66,218.62,4.02,16.72,76.88,0.06
1986,1,22,21.59,27.19,24.39,27.98,-266.38,31.19,24.42,100.83,3.45,4.35,2.37,1.98,220.06,4.09,16.24,73.81,0.13
1986,1,23,20.48,27.41,23.95,27.84,-265.36,31.92,24.13,100.72,2.9,4.23,0.62,3.62,234.81,3.53,15.44,70.25,0
1986,1,24,21.26,27.48,24.37,28.11,-265.86,31.71,24.42,100.65,3.7,4.38,2.59,1.78,227.62,4.42,16.05,72.12,0.03
1986,1,25,22.66,27.13,24.9,27.91,-267.85,30.37,25.06,100.67,4.05,5.38,3.01,2.37,212.94,4.88,17.27,77.75,0.08
1986,1,26,22.69,26.89,24.8,27.87,-268.04,29.81,24.69,100.74,3.9,5.1,2.95,2.16,204.75,4.71,17.27,78.81,0.01
1986,1,27,22.21,27.53,24.87,28.66,-267.43,30.77,25.05,100.7,3.2,4.04,2.12,1.92,203.12,3.8,16.78,74.12,0.03
1986,1,28,22.8,27.37,25.08,28.2,-268.14,30.46,25.45,100.6,4.09,4.95,3.1,1.84,208.56,4.85,17.4,77.12,0.06
1986,1,29,23.01,27.17,25.09,27.94,-268.37,30.12,25.33,100.65,4.48,5.16,3.59,1.57,213.31,5.37,17.58,78.88,0.04
1986,1,30,23.01,27.19,25.11,27.94,-268.06,30.21,25.12,100.61,4.01,4.82,3.35,1.47,209.56,4.83,17.58,78.81,0.01
1986,1,31,22.89,27.09,24.99,27.74,-268.15,30.07,25.06,100.58,3.98,5.32,3.19,2.13,208.12,4.88,17.46,78.62,0.68
1986,2,1,23.02,27.26,25.15,27.85,-268.45,30.05,25.34,100.55,3.97,4.8,3.12,1.69,215.19,4.84,17.64,78.44,0.93
1986,2,2,23.86,27.08,25.47,27.55,-269.4,29.26,25.51,100.57,3.8,4.37,3.34,1.03,219.88,4.69,18.49,83.06,3.66
1986,2,3,23.39,27.91,25.65,28.14,-268.15,30.94,25.94,100.62,4.34,6.31,2.55,3.77,238.81,5.41,18.01,77.25,0.94
1986,2,4,23.64,27.29,25.46,27.81,-269.48,29.4,25.73,100.72,5.31,6.33,4.59,1.74,224.56,6.45,18.25,80.94,1.51
1986,2,5,23.45,27.07,25.26,27.48,-269.27,29.34,25.47,100.68,4.12,5.24,2.85,2.4,223,5.05,18.07,81.19,1
1986,2,6,22.98,27.17,25.08,27.65,-268.77,29.78,25.4,100.69,4.86,5.43,4.25,1.18,213.62,5.95,17.52,78.44,0.94
1986,2,7,23.11,26.43,24.76,26.66,-270.14,28.28,25.27,100.87,4.02,4.8,3.2,1.6,211.75,5.03,17.64,82.25,1.09
1986,2,8,22.78,26.69,24.74,27.34,-268.17,29.58,24.6,100.85,3.49,4.48,2.49,1.99,211.94,4.25,17.33,80,0.62
1986,2,9,22.76,26.76,24.76,27.18,-269.11,29.13,25.09,100.83,2.96,3.74,2.15,1.59,216.75,3.65,17.27,79.19,0.81
1986,2,10,23.01,26.78,24.9,27.46,-268.95,29.19,24.99,100.84,2.84,3.97,2.09,1.87,184.06,3.43,17.52,80.38,0.14
1986,2,11,23.06,26.77,24.92,27.47,-268.89,29.18,24.93,100.88,3.15,3.9,2.24,1.66,182.69,3.79,17.58,80.56,0.07
1986,2,12,23.17,26.47,24.82,26.97,-269.56,28.51,24.92,100.86,3.2,4.02,2.68,1.34,187.62,3.93,17.7,82.5,0.37
1986,2,13,23.11,26.8,24.95,27.22,-268.89,29.21,24.94,100.77,3.96,4.85,3.03,1.82,222.81,4.85,17.64,80.88,0.86
1986,2,14,22.54,26.4,24.47,27.12,-269.45,28.55,24.85,100.89,4.88,6.06,3.81,2.25,215.38,5.88,17.03,79.81,0.8
1986,2,15,21.12,26.48,23.8,27.69,-268.26,29.31,24.42,100.97,3.09,4.5,2.18,2.32,171.12,3.61,15.62,73.5,1.12
1986,2,16,21.5,27.23,24.37,28.08,-268.25,30.15,25.25,100.8,3.39,4.69,2.55,2.14,172.19,4.12,15.99,71.69,2.03
1986,2,17,22.79,26.72,24.76,27.51,-268.42,29.51,24.77,100.61,4.08,5.06,3.4,1.66,206.56,5.02,17.33,79.75,10.51
1986,2,18,23.02,26.78,24.9,27.44,-268.88,29.31,25.04,100.68,3.51,4.09,2.9,1.19,200.5,4.39,17.58,80.5,12.33
1986,2,19,23.12,26.77,24.95,27.53,-268.39,29.51,24.75,100.68,3.34,3.85,2.88,0.98,196.06,4.13,17.7,81.06,3.15
1986,2,20,23.33,27.05,25.19,27.69,-268.24,29.88,24.98,100.62,3.55,4.23,2.88,1.36,199.75,4.34,17.88,80.75,1.02
1986,2,21,23.51,27.32,25.42,28.05,-268.54,29.98,25.37,100.52,3.75,4.34,3.02,1.33,195.81,4.55,18.13,80.31,0.33
1986,2,22,23.65,27.68,25.66,28.07,-269.36,29.92,26.13,100.57,4.37,5.09,3.88,1.21,217.88,5.43,18.25,79.12,0.84
1986,2,23,23.19,27.33,25.26,27.69,-269.4,29.47,25.72,100.59,4.31,5.14,3.34,1.8,211.81,5.34,17.76,78.62,0.97
1986,2,24,23.24,27.11,25.18,27.51,-269.36,29.33,25.54,100.57,4.49,5.01,3.9,1.11,214.75,5.61,17.82,79.88,1.04
1986,2,25,22.05,26.34,24.19,26.77,-270.36,27.97,25.18,100.56,3.98,4.88,3.38,1.51,207.81,4.9,16.6,77.75,2.08
1986,2,26,22.76,26.97,24.87,27.42,-268.92,29.55,25.31,100.52,4.03,4.66,3.35,1.3,195.56,5.06,17.33,78.25,2.8
1986,2,27,22.78,26.9,24.84,27.39,-268.92,29.5,25.26,100.53,3.27,4.06,2.72,1.34,194.25,4.17,17.33,78.75,1.93
1986,2,28,22.85,26.77,24.81,27.37,-268.25,29.63,24.73,100.57,3.46,4.19,2.81,1.38,208.06,4.3,17.4,79.88,2.97
1986,3,1,23.13,26.81,24.97,27.32,-268.96,29.19,25,100.59,3.62,3.93,3.05,0.88,218.62,4.49,17.7,80.88,2.36
1986,3,2,22.81,26.87,24.84,27.24,-270.08,28.7,25.63,100.65,4.1,4.89,3.41,1.48,214.19,5.08,17.33,78.88,0.51
1986,3,3,23.28,26.86,25.07,27.33,-269.6,28.9,25.35,100.72,4.88,5.21,4.43,0.78,226.75,6.03,17.82,81.06,0.51
1986,3,4,23.72,27.16,25.44,27.37,-269.24,29.5,25.59,100.71,5.02,6.02,4.41,1.62,232.62,6.31,18.31,81.81,1.44
1986,3,5,23.62,26.94,25.28,27.15,-269.92,28.87,25.64,100.74,5.19,5.9,4.48,1.42,223.19,6.5,18.19,82.25,0.97
1986,3,6,23.01,26.96,24.99,27.3,-269.28,29.19,25.32,100.74,4.53,4.96,3.84,1.12,222.94,5.69,17.58,79.38,0.39
1986,3,7,23.2,26.98,25.09,27.41,-268.77,29.47,25.08,100.73,4.02,4.76,3.35,1.41,210.62,5.04,17.76,80.31,6.09
1986,3,8,23.35,27.36,25.36,27.78,-268.67,29.94,25.45,100.72,3.59,4.45,2.91,1.53,212.94,4.52,17.88,79.31,6.93
1986,3,9,23.55,26.76,25.15,27.29,-270.17,28.4,25.43,100.73,2.65,3.15,2.16,0.98,192.75,3.32,18.13,82.81,4.19
1986,3,10,22.74,27.09,24.92,27.78,-268.94,29.62,25.41,100.72,3.05,4.04,2.21,1.83,206.5,3.8,17.27,77.69,2.82
1986,3,11,22.76,27.33,25.05,27.99,-267.99,30.32,25.15,100.71,3.65,5.01,2.29,2.72,223.81,4.48,17.33,76.88,6.7
1986,3,12,22.51,26.98,24.74,27.44,-270.11,28.83,25.79,100.81,4.02,4.63,3.13,1.5,214,4.98,17.03,76.94,4.23
1986,3,13,21.34,26.42,23.88,27.21,-269.36,28.74,24.95,100.77,3,3.72,2.14,1.58,234.56,3.73,15.87,74.44,1.77
1986,3,14,22.48,27.4,24.94,27.98,-268.13,30.12,25.1,100.71,3.36,4.23,2.45,1.77,212,4.16,17.03,75.06,3.78
1986,3,15,23.36,27.05,25.2,27.48,-270.2,28.76,25.81,100.65,3.4,4.35,2.48,1.87,205.44,4.2,17.94,80.44,3.65
1986,3,16,23.46,26.8,25.13,27.23,-270.35,28.44,25.63,100.66,3.79,4.35,3.38,0.98,199.94,4.71,18.07,82.12,4.76
1986,3,17,21.42,26.17,23.8,27.13,-269.29,28.26,24.4,100.78,3.12,4.4,2.03,2.37,172.44,3.79,15.93,75.69,2.92
1986,3,18,22.07,26.4,24.23,27.16,-269.73,28.39,24.96,100.79,2.66,4.29,1.42,2.87,203.44,3.11,16.54,77.44,1.58
1986,3,19,22.04,26.43,24.23,26.99,-269.21,28.64,24.7,100.78,2.86,3.84,1.02,2.83,204.19,3.55,16.54,77.25,4.45
1986,3,20,22.59,26.75,24.67,27.13,-269.35,28.9,25.1,100.71,3.64,4.56,3,1.56,219.12,4.49,17.09,78.44,2.12
1986,3,21,23.12,26.44,24.78,26.92,-270.35,28.19,25.38,100.63,3.25,4.23,2.13,2.09,212.44,4.02,17.7,82.25,3.03
1986,3,22,23.1,26.51,24.8,27.36,-269.17,29.08,25.1,100.62,2.62,3.7,1.45,2.25,212.12,3.2,17.64,82,2.62
1986,3,23,22.62,27.26,24.94,27.96,-268.23,30.03,25.11,100.71,2.36,3.06,1.73,1.33,177.06,2.95,17.15,76.31,0.68
1986,3,24,23.51,27.38,25.44,27.85,-269.32,29.62,25.79,100.79,3.38,4.41,2.63,1.77,192.25,4.23,18.07,79.69,2.32
1986,3,25,23.29,27,25.14,27.82,-269.63,29.1,25.58,100.73,3.24,4.54,2.5,2.04,186.62,3.99,17.82,80.44,4.69
1986,3,26,23.15,27.16,25.15,27.94,-269.49,29.34,25.68,100.73,3.52,4.79,2.78,2.01,199.62,4.33,17.7,79.12,2.36
1986,3,27,22.48,27.48,24.98,28.18,-269.11,29.9,25.86,100.89,3.16,3.91,2.48,1.42,180.88,3.89,16.97,74.75,1.65
1986,3,28,23.12,27.43,25.27,28.07,-268.77,30.08,25.69,100.93,3.47,4.75,2.55,2.2,202.31,4.28,17.64,77.75,2.04
1986,3,29,23.64,27.48,25.56,28.09,-268.75,30.02,25.63,100.83,3.52,4.46,2.86,1.6,204.44,4.31,18.25,80.06,2.3
1986,3,30,23.86,27.34,25.6,27.7,-269.59,29.45,25.9,100.68,3.62,4.04,3.16,0.89,201.06,4.53,18.49,81.69,1.65
1986,3,31,24.01,26.98,25.5,27.37,-269.74,28.92,25.51,100.65,3.57,4.21,3.1,1.11,201.69,4.49,18.68,84.12,1.69
1986,4,1,24.08,27.47,25.77,28.08,-268.81,29.89,25.55,100.59,3.13,3.94,2.41,1.53,197,3.89,18.74,82.31,2.88
1986,4,2,23.96,27.41,25.69,27.86,-269.13,29.99,25.96,100.57,3.45,4.34,2.68,1.66,216.25,4.27,18.62,82.06,3.26
1986,4,3,23.76,27.39,25.58,28.02,-269.32,29.73,25.9,100.53,4.34,5.02,3.27,1.73,201.19,5.3,18.43,80.94,2.57
1986,4,4,23.71,27.51,25.61,28.22,-269.41,29.77,26.04,100.43,3.33,3.83,2.85,0.98,196.81,4.09,18.37,80.19,4.23
1986,4,5,24,27.51,25.76,28.3,-269.03,29.89,25.76,100.53,4.7,5.75,3.63,2.12,217.44,5.71,18.68,81.56,5.1
1986,4,6,23.68,28.05,25.87,28.74,-268.96,30.5,26.31,100.62,4.18,5.17,3.7,1.47,213.5,5.12,18.31,77.88,1.01
1986,4,7,23.94,27.9,25.93,28.56,-270.06,29.56,26.48,100.69,3.7,4.86,2.8,2.05,207.38,4.52,18.55,79.25,2.07
1986,4,8,23.95,28.6,26.27,29.42,-268.79,31.12,26.77,100.61,3.34,3.88,2.77,1.1,199.62,4.1,18.62,76.56,2.08
1986,4,9,24.26,28.58,26.42,29.1,-269.41,30.83,27.09,100.5,3.83,4.63,3.11,1.53,200.56,4.73,18.98,77.81,1.76
1986,4,10,24.3,28.31,26.3,28.84,-268.86,30.86,26.57,100.51,4.11,4.95,3.59,1.37,216.19,5.1,19.04,79.44,1.66
1986,4,11,22.95,28.63,25.79,29.17,-267.31,32.14,26.3,100.61,2.72,3.97,0.96,3.02,197.62,3.48,17.52,72.5,1.55
1986,4,12,23.35,28.14,25.74,29.07,-269.2,30.4,26.45,100.72,3.41,5.08,2.29,2.78,176.81,4.07,17.88,75.5,2.35
1986,4,13,23.31,26.76,25.04,27.97,-270.62,28.3,25.76,100.72,3.93,5.85,2.66,3.2,223.88,4.8,17.88,81.56,4.27
1986,4,14,23.26,27.43,25.35,28.33,-268.4,30.15,25.4,100.6,4.64,5.4,3.55,1.84,228.06,5.64,17.88,78.69,2.52
1986,4,15,23.78,27.59,25.69,28.15,-270,29.45,26.3,100.63,3.66,4.68,2.98,1.7,218.25,4.51,18.43,80,2.66
1986,4,16,24.08,28.06,26.07,28.67,-268.54,30.75,26.15,100.63,3.05,4.13,2.46,1.66,192.94,3.77,18.74,79.44,0.41
1986,4,17,24.52,28.33,26.42,28.8,-268.86,30.78,26.49,100.55,4.02,5.12,2.63,2.49,212.06,4.98,19.29,80.25,0.57
1986,4,18,24.63,27.65,26.15,27.7,-270.69,29.02,26.55,100.54,3.9,4.57,3.34,1.23,223.19,5.06,19.41,83.81,1.61
1986,4,19,24.26,27.61,25.94,27.83,-269.06,30.12,26.03,100.52,3.9,4.57,3.37,1.2,230.06,4.95,18.98,82.69,2.77
1986,4,20,24.04,27.54,25.79,27.8,-269.74,29.62,26.21,100.55,4.65,5.46,3.98,1.48,226.75,5.86,18.74,81.69,1.95
1986,4,21,24.15,27.03,25.59,27.38,-270.58,28.49,25.92,100.54,4.86,5.57,4.05,1.52,216.31,6.08,18.8,84.38,8.13
1986,4,22,23.65,26.43,25.04,26.92,-270.74,27.37,24.97,100.62,5.36,6.68,4.31,2.36,212.38,6.64,18.25,84.75,3.36
1986,4,23,21.48,26.04,23.76,26.68,-269.36,28.12,24.33,100.71,3.56,4.87,1.91,2.95,233.88,4.46,15.99,76.69,3.5
1986,4,24,22.51,26.65,24.58,27.15,-269.67,28.91,25.44,100.77,2.95,3.38,2.22,1.16,189.12,3.65,17.03,78.44,4.97
1986,4,25,22.88,27.22,25.05,27.79,-268.88,29.69,25.42,100.76,2.91,3.88,2.01,1.88,194.19,3.62,17.4,77.69,4.04
1986,4,26,23.48,27.33,25.4,27.6,-269.64,29.32,25.81,100.77,3.03,3.8,2.3,1.5,200.31,3.8,18.07,79.88,1.15
1986,4,27,24.06,27.61,25.83,27.94,-269.34,29.69,25.87,100.79,3.48,4.58,2.62,1.95,198.06,4.39,18.68,81.38,1.35
1986,4,28,23.42,27.59,25.51,28.17,-268.82,30.09,25.77,100.81,3.19,4.15,2.59,1.56,221.31,3.93,18.01,78.69,0.7
1986,4,29,23.98,27.26,25.62,27.82,-270.27,28.86,25.98,100.75,3.12,4.3,2.05,2.25,210.69,3.84,18.62,82.5,0.52
1986,4,30,23.98,27.55,25.76,28.12,-269.38,29.64,25.87,100.67,3.18,4.55,2.05,2.5,211.75,3.91,18.62,81.38,0.46
1986,5,1,24.34,27.66,26,28.25,-269.58,29.65,26.08,100.76,3.95,4.41,3.32,1.09,208.31,4.89,18.98,82.44,5.69
1986,5,2,24.31,27.2,25.76,27.62,-270.87,28.55,26.26,100.77,3.25,3.84,2.45,1.38,225.5,4.09,18.98,84.31,13.39
1986,5,3,23.81,26.98,25.4,27.55,-270.17,28.78,25.8,100.8,3.35,4.3,2.3,2.01,223.25,4.18,18.43,83.06,9.83
1986,5,4,21.62,26.23,23.92,27.3,-270.91,27.44,25.19,100.97,2.45,3.49,1.59,1.9,162.31,3.1,16.11,76.12,1.89
1986,5,5,21.5,27.27,24.39,27.69,-268.52,30.03,25.4,100.81,2.63,3.7,1.49,2.2,131.19,3.26,15.99,71.38,2.7
1986,5,6,23.53,27.44,25.49,28.1,-268.9,29.97,25.72,100.72,3.77,4.94,2.86,2.08,201.62,4.59,18.13,79.69,2.02
1986,5,7,24.13,27.41,25.77,27.98,-269.85,29.4,26.11,100.75,4.11,5.13,2.97,2.17,202.81,5.1,18.8,82.5,3.24
1986,5,8,23.72,27.61,25.66,28.24,-268.77,30.16,25.79,100.72,3.08,4.7,2.03,2.67,197.69,3.8,18.31,79.88,0.87
1986,5,9,24.45,27.45,25.95,27.94,-270.65,28.88,26.38,100.7,3.17,3.82,2.46,1.36,197.44,3.91,19.17,83.81,1.87
1986,5,10,23.23,27.39,25.31,28.48,-269.49,29.69,26.02,100.8,3.01,3.87,2.23,1.63,194.56,3.66,17.82,78.69,3.14
1986,5,11,22.12,28.09,25.11,29.07,-267.85,30.82,25.51,100.74,1.91,2.97,0.41,2.55,220.44,2.3,16.6,70.94,1.08
1986,5,12,22.79,27.79,25.29,28.78,-269.73,29.51,26.08,100.74,3.08,4.87,0.84,4.02,145.44,3.75,17.33,74.62,1.2
1986,5,13,23.51,27.96,25.73,28.71,-269.38,30,26.23,100.75,3.49,4.12,2.47,1.66,124.81,4.3,18.07,77.12,1.03
1986,5,14,23.44,27.75,25.59,28.61,-269.22,30.23,26.3,100.86,3.58,4.94,2.51,2.43,191,4.36,18.01,77.88,2.05
1986,5,15,23.48,27.05,25.26,27.92,-270.24,28.85,25.94,100.87,3.98,5.05,3.06,1.98,221.06,4.88,18.07,81.12,3.29
1986,5,16,23.59,26.58,25.08,27.77,-270.03,28.45,25.34,100.86,3.48,4.45,2.85,1.6,217.75,4.25,18.13,83.94,9.94
1986,5,17,22.93,26.34,24.64,27.86,-270.76,27.61,25.21,100.94,2.41,3.07,1.58,1.49,221.38,3,17.4,81.75,1.57
1986,5,18,23.23,26.74,24.98,28.09,-269.9,28.65,25.4,100.98,2.8,3.37,2.11,1.26,201.75,3.45,17.76,81.38,2.68
1986,5,19,22.46,27.03,24.74,28.4,-268.81,29.52,25.18,100.91,2.77,4.19,1.93,2.26,141.25,3.42,16.91,76.69,4.31
1986,5,20,22.55,27.81,25.18,28.8,-268.57,30.51,25.94,100.83,2.73,4.17,1.68,2.49,187.69,3.23,17.09,73.69,1.27
1986,5,21,23.62,27.48,25.55,28.35,-269.7,29.62,26.16,100.75,3.41,4.23,2.23,2,194.19,4.14,18.19,79.75,3.52
1986,5,22,23.2,27.26,25.23,28.31,-270.08,28.98,25.91,100.81,2.4,3.1,1.52,1.58,167.75,2.91,17.7,78.62,4.11
1986,5,23,23.06,27.38,25.23,28.46,-269.66,29.55,26.06,100.82,2.41,3.51,1.7,1.81,177.25,2.94,17.58,77.56,2.27
1986,5,24,23.05,27.28,25.16,28.23,-269.79,29.14,25.78,100.74,2.84,4.34,1.63,2.71,202.38,3.45,17.58,77.94,4.52
1986,5,25,23.7,27.36,25.53,27.86,-269.56,29.48,25.89,100.7,4.34,5.4,2.88,2.52,210.25,5.41,18.31,80.75,9.7
1986,5,26,23.11,27.01,25.06,27.54,-269.95,29.04,25.84,100.8,3.48,5.05,2.34,2.7,168.62,4.3,17.64,79.44,11.28
1986,5,27,22.68,26.88,24.78,27.47,-269.67,29.01,25.52,100.83,2.59,3.89,1.88,2.01,160.44,3.15,17.15,77.94,5.07
1986,5,28,23.04,26.74,24.89,27.64,-270.42,28.48,25.76,100.81,2.41,3.62,1.09,2.53,175.81,2.88,17.58,80.25,13.07
